textID,text,selected_text,sentiment,start_idx,end_idx,start_pred,end_pred,predictions,jcd_scr,res
b519ba7eaf," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...","Heavens,",positive,4,5,4,32," heavens, not good i can empathise. fingers crossed it doesn`t come to anything and you can sleep easy. wishing for the best...",0.047619047619047616,0
f1cf465b7b,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",amazecore!!,positive,31,34,13,15, uber stoked.,0.0,0
6ecab08a38,I overslept  headache,I overslept  headache,negative,4,8,8,8, headache,0.3333333333333333,0
12a0841cb4, Thanks G! My actual birthday is on Tuesday and I will be 24.,Thanks G!,positive,4,6,4,4, thanks,0.5,0
c00e8432c2,happy star wars dayyyy =D and hbd to uncle LEE,happy star wars dayyyy,positive,4,9,4,4, happy,0.25,0
8114133dba,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,she`s such an amazing singer,positive,14,20,4,7, its so nice..,0.0,0
4a740beb70,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,Good to be (sort of) home! :pI`m guilt stricken,neutral,10,24,4,41, in kelantan! good to be (sort of) home! :pi`m guilt stricken after having that turtle egg. really. won`t do it again. really.,0.42857142857142855,0
49d6a06d0c,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,too late.,negative,23,25,20,25, i`m too late.,0.6666666666666666,0
7adc7ea809, http://twitpic.com/4bckp - that should answer part of your question,http://twitpic.com/4bckp - that should answer part of your question,neutral,4,23,17,23, that should answer part of your question,0.7777777777777778,0
f82c9ce2b7, hope ya sleepin well  guys still here,hope ya sleepin well  guys,positive,4,9,4,4, hope,0.2,0
7651967ec9,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!","fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral,14,35,4,35," i want some grape soda, jack fowers` fault. also, i wish i could see you play are your uk gigs sold out? please reply!!!!!!!!",0.7272727272727273,0
216703ba65, WOW.How sweet!,sweet!,positive,7,8,4,8, wow.how sweet!,0.5,0
4eec486ad7," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there","y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive,4,30,27,29, you look amazing,0.13636363636363635,0
f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,glad,positive,6,6,4,6, sooo glad,0.5,0
5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,were soooooo cute,positive,18,22,7,22, amazing...i cried when i saw the home videos they were soooooo cute,0.25,0
d9d12cf0ce, I always feel guilty about it,s feel guilty,negative,5,7,7,7, guilty,0.3333333333333333,0
032d67ca83,  ROFLMAO for the funny web portal  =D,e funny,positive,9,10,10,10, funny,0.5,0
eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive,18,19,16,20, super freakin cool!,0.0,0
db8475bb3f,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,Damned if you do and damned if you don`t!  Fun times at GCH!,neutral,12,29,4,29, sbs 2003 or sbs 2008! damned if you do and damned if you don`t! fun times at gch!,0.7142857142857143,0
05edc8f85a,net .. net .. net ..  hmm. bad weather .. weird summer!,bad weather .. weird summer!,negative,13,18,13,13, bad,0.2,0
9511a73ba5,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,happy couple.,positive,21,23,21,30, happy couple.....a happy couple makes a perfect wedding,0.125,0
c31e5697e5, her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,.THANK GOD,positive,12,14,13,14,thank god,0.3333333333333333,0
ec6c041943, Whom do yu wanna kill ??,kill,negative,9,9,4,9, whom do yu wanna kill,0.2,0
42e132f105,I love being able to run my tongue along my teeth,I love being able to run my tongue along my teeth,positive,4,14,4,5, i love,0.2,0
0e8144aa34,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts","haha,",positive,12,13,9,18," cure of boredom haha, my teeth/mouth hurts",0.14285714285714285,0
1ce6042e00,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",it breaks my heart,negative,13,16,4,16," i dont like seeing my best friend cry, it breaks my heart",0.36363636363636365,0
919c02e1d9,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,I can`t believe I`,negative,6,12,4,5, sob!,0.0,0
095d7652dc, Bye ! Have a great time being whisked away,Have a great time being whisked away,positive,6,13,8,8, great,0.14285714285714285,0
031f001f5a, lol! Ahhh well its a good song,lol!,positive,4,5,11,11, good,0.0,0
69b4cc5d84,am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,.  this SUCKS,negative,18,20,19,21, this sucks.,0.25,0
4d8867a66a,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,w  AWESOME week all around,positive,26,30,27,27, awesome,0.2,0
1a433d2adf,i`m freezing in math class!,i`m freezing in math class!,negative,4,11,4,7, i`m freezing,0.4,0
a7b0df1c27,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,positive,4,20,7,8, likable,0.1111111111111111,0
2a6b48e176, I thought it was pretty good! I`m not a die hard Trekkie either.,I thought it was pretty good!,positive,4,10,9,10, good!,0.16666666666666666,0
88036964e3,Happy Mother`s Day to all the mothers out there!!,Happy Mother`s Day to all the mothers out there!!,positive,4,15,4,4, happy,0.1111111111111111,0
f5446d3186,"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",lovingly,positive,24,25,11,12, i love,0.0,0
de904e3f4f,life`s good,good,positive,7,7,4,7, life`s good,0.5,0
2b6bd43b14, oh ok. Well good for you...can I get some weather updates instead??  jk.,l good for you.,positive,7,11,8,11, good for you...,0.4,0
95b0d4bdfa,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,Rescued two adorable pit mix pups today.,positive,4,12,6,6, adorable,0.14285714285714285,0
672b861395,Slept at my parents the bed was hard as a rock now my back feels like a rock,Slept at my parents the bed was hard as a rock now my back feels like a rock,negative,4,21,11,11, hard,0.06666666666666667,0
2f8e80a88d,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,s not lettin me vote 4 them,negative,15,22,15,22, its not lettin me vote 4 them,0.75,0
eee5181373, ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,ugh!,negative,4,6,4,25, ugh! **** it. today doesn`t look like it`s going to work i`m sorry,0.07692307692307693,0
35de1abf4a, Happy Mother`s Day!,Happy,positive,4,4,4,9, happy mother`s day!,0.3333333333333333,0
3afcddc07d,"****, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",I hate that I can be a messy eater.,negative,12,21,12,13, i hate,0.25,0
a967eda205,Weekends are Great....if you don`t have to work them.,Great..,positive,6,7,6,7, great....,0.0,0
acbc90fc39, YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,i hope,positive,27,28,28,28, hope,0.5,0
6eeb25bff2, I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,wrong,negative,12,12,4,28, i think that`s what`s wrong with me. stuffed up and when i breathe in it feels like a sore throat,0.05263157894736842,0
699c07b35c, ****. it should be recoverable. it`s just the boot part that`s messed up. grr argh. my business was on there.,. it should be recoverable.,negative,5,11,4,5, ****.,0.0,0
3f96c39a12,http://www.bodybuilding.com/fun/richardchan.htm OMFG this dude looks well `ard! He puts me to shame...,this dude looks well `ard! He puts me to shame...,negative,22,34,29,34, he puts me to shame...,0.5,0
fa31b75c55, OMG are u still naked 1313 XDD omg i miss you so muuch,omg i miss you so muuch,negative,14,21,17,21, miss you so muuch,0.6666666666666666,0
debb339c32,has stuff to do but refuses to do them.  :[,has stuff to do but refuses to do them.  :[,negative,4,15,9,13, refuses to do them.,0.5,0
ac55c1b977,rented bikes + unknown trail with random bumps + big hills + kids = one beat up little girl. Not a good day on the B family vacation.,one beat up little girl. Not a good day on,negative,18,28,24,27, not a good day,0.4,0
3285cfbb0d,  I do not mean to laugh but a little giggle did come out - sorry,I do not mean to laugh but a little giggle did come out - sorry,negative,4,19,19,19, sorry,0.06666666666666667,0
54acae24bc,No one wants to sit with me at lunch  I guess I`ll just bury my head in my laptop and continue to be anti-social.,No one wants to sit with me,negative,4,10,4,32, no one wants to sit with me at lunch i guess i`ll just bury my head in my laptop and continue to be anti-social.,0.3181818181818182,0
4f19669e48,"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.","love,",positive,19,20,4,20," hope all the mum`s out there had a mother`s day with love,",0.08333333333333333,0
34d7e39dd6, 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,negative,4,27,19,27, my sis isn`t gonna be happy,0.35294117647058826,0
8ae682a99a, vocï¿½ que sumiu forever do msn.,vocï¿½ que sumiu forever do msn.,neutral,4,16,4,16, vocï¿¿½ que sumiu forever do msn.,0.7142857142857143,0
e69012514b, I miss rollerblading down Shoreline.,I miss rollerblading down Shoreline.,negative,4,12,5,5, miss,0.2,0
578ec67a68,"This wind is crampin` my style. I have a section of my yard that won`t get any water. I`d move the sprinkler, but it`s surrounded by mud.",crampin`,negative,7,10,7,13, crampin` my style.,0.3333333333333333,0
06b613e3c6, so sad u cancelled silverstone show  better see u in sandown park!,sad,negative,5,5,4,5, so sad,0.5,0
65a3a7d925,this is for   http://tinyurl.com/d8fgxr,this is for,neutral,4,6,4,18, this is for http://tinyurl.com/d8fgxr,0.75,0
b69ccd6f94,Bonjour Twitterland !,Bonjour Twitterland !,positive,4,9,4,6, bonjour,0.3333333333333333,0
1fbce7ad49, you and  are both baitersss  hope tonight is fun!,s  hope tonight is fun,positive,10,14,14,15, fun!,0.0,0
55c7927962,"  you can have  ice cream, I`ll have  kiss.","you can have  ice cream, I`ll have  kis",neutral,4,14,4,15," you can have ice cream, i`ll have kiss.",0.75,0
43ebf29edc,Sometimes I could swear I really am insane.,I really am insane.,negative,8,12,11,12, insane.,0.25,0
cfc8ece057, haha IE...it`s expensive!!!! Hm...let me message you later,.it`s expensive!,negative,6,11,10,11, expensive!!!!,0.0,0
e8d2a28b66,"Really missing hockey already.  Off for a night in Dtn Naperville.  Can`t wait for the day off tomorrow,  I have to work Sunday.",Really missing hockey already.,negative,4,8,5,5, missing,0.25,0
305d27bde0, Just try to do your best. I hope you don`t get laid off.,Just try to do your best. I hope you don`t get laid off.,positive,4,20,4,10, just try to do your best.,0.46153846153846156,0
9adff96a3f," I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",I especially love b-ball.,positive,12,18,4,14," i`ve always been pretty athletic, i especially love",0.3333333333333333,0
5655078564,_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,Its the perfect overcast day.,positive,33,39,35,35, perfect,0.2,0
a0ee798944,Waiting to go to bed. Had a great weekend,great we,positive,12,13,12,13, great weekend,0.3333333333333333,0
df0d78273e, Never ever smoking around you again.,Never ever,negative,4,5,4,10, never ever smoking around you again.,0.3333333333333333,0
ca2998c103,"Alexxx Im gona miss you today. Im so sad, noooooooo",miss,negative,10,10,14,17," im so sad,",0.0,0
4b29d6f894,Watching George Lopez. Went to my school and played some basketball. Today was pretty nice. And HOT!,pretty nice.,positive,21,23,19,23, today was pretty nice.,0.5,0
4581062c44,"I had 2 buy a new washer, bought the dryer 2.  Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return it.",Dryer labeled electric but is gas   GRRR.  Now we have 2 load it up tomorrow 2 return,negative,19,38,25,28, gas grrr.,0.125,0
9b5db85d83, had  a little family party tonight   hope it rocked,t   hope it rock,positive,9,12,10,12, hope it rocked,0.4,0
531fd5204e, WHOO HOO. Congrats on getting under 200lbs,WHOO HOO. Congrats on getting under 200lbs,positive,4,15,9,10, congrats,0.14285714285714285,0
9014625463,I can`t breathe well but turns out I`m not crazy.  Just inflammed lungs,inflammed,negative,20,22,20,23, inflammed lungs,0.5,0
f19306c37e," I`d love that. And, don`t think of it as easy. Think of it as enthusiastic.",Think of it as enthusiastic.,positive,21,26,4,7, i`d love,0.0,0
121fabafd5,"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",bad,negative,18,18,18,31," bad at the moment, blocks all over the place, really annoying!",0.1,0
20578c75d8," that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people",", so sad",negative,17,19,8,8, sad,0.3333333333333333,0
024535ea03,btw ian watkins has stopped following me  so i am a wee bit pissed off!,pissed,negative,20,20,20,22, pissed off!,0.5,0
dfc7fc112a, : Sir ! Everything Will Be Great InShaa`Allah,Everything Will Be Great,positive,7,10,10,10, great,0.25,0
d2aacbc517,Fighting with Nagios configuration.  Great tool but the config is a bit of a labour,Great tool,positive,11,12,11,11, great,0.5,0
15aedbc11c,"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'","oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to 'strange activities'",negative,4,42,9,10, nerd..,0.0,0
bac324b47f, oh ... you`ve been superseeded?  not good enough,?  not good enough,negative,13,16,14,16, not good enough,0.75,0
8a159382ea,Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,Happy Mo,positive,25,26,25,29, happy mother`s day,0.25,0
916bdc35e3,headed to the hospital. i can`t take the pain anymore,headed to the hospital. i can`t take the pain anymore,negative,4,16,9,16, i can`t take the pain anymore,0.6666666666666666,0
00de41698e,'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,positive,4,24,13,17, looking forward to some entertaining,0.3333333333333333,0
a7f72a928a, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,t?  lovelovelove,positive,16,22,18,22, lovelovelove,0.5,0
6c5505a37c, Enjoy! Family trumps everything,Enjoy! Family trumps everything,positive,4,9,4,5, enjoy!,0.25,0
7e863dcf5b,Bored out of my mind!  LOL,Bored out of my mind!  LOL,negative,4,10,4,4, bored,0.16666666666666666,0
99b75adc3b,Yes... today is Star Wars Day!    May the 4th be with you!,May the 4th be with you,positive,12,18,12,19, may the 4th be with you!,0.7142857142857143,0
aa998ad11b,"spent a little too much $ at Wombat, but it`s cool `cuz it was time to take care of Tamara good.  YAY!",good.,positive,31,32,31,35, good. yay!,0.5,0
b4202309d4,"  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",", awfully",negative,28,29,29,31, awfully painful.,0.3333333333333333,0
3949d90724,"It`s raining cats and dogs in Gda?sk today , looks nice `though through a window",looks nice `though,positive,18,21,18,19, looks nice,0.6666666666666666,0
1b4e6c86c7,"I`m very upset right now, like I can`t even formulate a complete thought....","I`m very upset right now,",negative,4,11,4,8, i`m very upset,0.6,0
2ddda5cb20,oh my gosh!!! hollyoaks was so sad tonite,so sad,negative,14,15,15,15, sad,0.5,0
65b8688268, I`m thinking the 'Chevrolet Doom' would be fitting for GM,thinking,positive,7,7,16,16, fitting,0.0,0
f9f80cbb90,Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,anxiety,negative,17,17,14,17, i hate this anxiety,0.25,0
c928ea3a7a,WiSHiNG ALL THE MOTHERS A HAPPY MOTHER`S DAY,HAPPY,positive,9,9,9,13, happy mother`s day,0.3333333333333333,0
2dc0b560b5, copy & paste **** **** tosser piss flap a 10000000000 times !!!!,copy & paste **** **** tosser piss flap a 10000000000 times !!!,negative,4,18,7,8, **** ****,0.09090909090909091,0
d2ddee6416,Fuuuuuuuudgeee I burned my finger with oil! It hurts,hurts,negative,19,19,18,19, it hurts,0.5,0
7be53f58b3, Well it`s nice to `see` you. Have a great day and tweet again soon,Well it`s nice to `see` you. Have a great day and tweet again soon,positive,4,22,8,8, nice,0.07142857142857142,0
99c389aff2,  hope yer ok hunny,hope yer ok hunny,positive,4,9,4,4, hope,0.25,0
dc7f2b6061,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn`t me.",One problem: it wasn`t me.,negative,26,34,26,28, one problem:,0.4,0
8f1d6e7797,"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",it`s the best thing,positive,18,23,22,22, best,0.25,0
04068059fa,: aww im sorry honey.  that stinks,sorry,negative,8,8,5,13, aww im sorry honey. that stinks,0.16666666666666666,0
92f9c51213,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive,14,34,8,9, fun!,0.0,0
5bd5c7e22f,"You make me happy, whether you know it or not  <3","You make me happy, wh",positive,4,9,7,8," happy,",0.2,0
8f74c4f71c, that sucks!!,sucks!,negative,5,6,4,6, that sucks!!,0.0,0
c29bd88b7b, suh-weet! perfect timing.,perfect timing.,positive,9,11,9,9, perfect,0.5,0
5766fcf9f8,_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet,I hope u r not disappointed yet,negative,18,24,12,24, afraid yes - both are true i hope u r not disappointed yet,0.5384615384615384,0
cb349bae1a,im still melting and im in the house in the shade  its not fair.,m still melting and im in the house in the shade  its not fair.,negative,4,18,15,18, its not fair.,0.25,0
6603cfbf34, right..  making compromises is what kills us!,t kills,negative,9,10,10,12, kills us!,0.3333333333333333,0
ecca496740,"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",worst,negative,5,5,24,24, scare,0.0,0
90fb34189c,"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",..bein sober jst wnt b as fun!,negative,26,37,32,37, wnt b as fun!,0.5714285714285714,0
d3031fc98d,  I love you and Day 26 but that video was questionable... can`t say that I liked it,I love you,positive,4,6,4,5, i love,0.6666666666666666,0
c7d93aef38, http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,have a safe journey,positive,17,20,17,19, have a safe,0.75,0
2c60434fea, RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,s unfortunately,negative,26,27,27,27, unfortunately,0.5,0
906dda88e4," Smooches to you as well, have a great day!",great,positive,15,15,15,17, great day!,0.5,0
7bfc7b24b3,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking","ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",negative,4,20,4,14," ouuuuuuuuuchhhhhhhh, still hurting",0.42857142857142855,0
1880b5ce09, awwww..... thought it`d be a 'yummy' experience.  Will try it next time. Kapag magkakasama ulet tayo nila Mapet ;-),awwww..... thought it`d be a 'yummy' experience.  Will try it next time,positive,4,24,4,19, awwww..... thought it`d be a 'yummy' experience.,0.5833333333333334,0
2f3f9a83c2, I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,. Apologies to all my supporters.,negative,22,28,23,23, apologies,0.16666666666666666,0
f03ce00d60, whooop! you got me on twitter!!  dang our line of communication keeps growing!,s growing,positive,19,20,4,21, whooop! you got me on twitter!! dang our line of communication keeps growing!,0.0,0
7c55adcb6a, oops too late,oops,negative,4,5,4,7, oops too late,0.3333333333333333,0
05832fb2c4,did you kno that  is amazing  and i`ve known him since he got twitter and his most tweeted words are `know` `haha` `****`..,s amazing,positive,9,10,10,10, amazing,0.5,0
65be71e57b, So ur moomie liked the Pandora? you can buy me one next lol,lol,positive,20,20,9,9, liked,0.0,0
21dc26e9a8," I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",", sorry",negative,25,26,26,26, sorry,0.5,0
7a1ba01fa0, Good morning  It`s raining here.,Good morning,positive,4,5,4,4, good,0.5,0
91736130b5,"http://bit.ly/5e7dr  this is cool, van helden.","cool,",positive,16,17,14,17," this is cool,",0.3333333333333333,0
d5243a3989,"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",.love 6th graders,positive,28,33,29,29,love,0.0,0
6dbdb64223, _face  and nana.wish i was there last night,a.wish,positive,8,11,10,11,wish,0.0,0
7f4d346711, A little `Chair Lift` tonight would be muchly appreciated,would be muchly appreciated,positive,11,15,13,15, muchly appreciated,0.5,0
cb4902da0a, yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,yum,positive,26,27,26,28, yum!,0.0,0
e03324c33b,i lost a follower,lost a follower,negative,5,7,5,5, lost,0.3333333333333333,0
5afc0b0b6a,HAPPY B-DAY SHARON,HAPPY B-DAY SHARON,positive,4,9,4,4, happy,0.3333333333333333,0
2e0763086a, *kiss kiss* stu deezy off to bed to have sweet dreams of you ma`am  hehe xxoxo,to have sweet dreams of you,positive,16,21,18,21, sweet dreams of you,0.6666666666666666,0
f28b43561c,is on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,s on twitter for the second day running. This is what study leave does to me! If only my car were in one piece,negative,4,29,13,29, this is what study leave does to me! if only my car were in one piece,0.6666666666666666,0
f8face3ced,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",thanks 4 all the love n support.,positive,12,19,4,4, good,0.0,0
2e96633973,"_J_Stuart Unfortunately not yet, I am still without licence.","Unfortunately not yet,",negative,9,12,9,9, unfortunately,0.3333333333333333,0
185e6acbd4,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,play time,positive,12,13,12,24, play time wif my fwiends. rawrrr.,0.3333333333333333,0
68263454d0,is satisfied with her FP`09 review,is satisfied with her FP`09 review,positive,4,12,5,5, satisfied,0.16666666666666666,0
afe152340b,Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,hurts..,negative,20,21,20,21, hurts...,0.0,0
de930fa753, I wish I could afford to attend those benefits.,wish I could afford,negative,5,8,4,13, i wish i could afford to attend those benefits.,0.5,0
795de6c2f5, ooh ouch!   lovely weather but ****! cover up sugar! x,lovel,positive,9,9,9,9, lovely,0.0,0
d376f3c7be,"okay, need to hit the sack.  i gotta wake up in like 5 hours   goodnight everyone!",goodnight everyone,positive,20,22,20,21, goodnight,0.5,0
cfff74d6a3,"follow me aswel !!!!!!!! if u have twitter, follow me lool !! www.twitter.com/djarka  koool","follow me aswel !!!!!!!! if u have twitter, follow me lool",neutral,4,19,4,31," follow me aswel !!!!!!!! if u have twitter, follow me lool !! www.twitter.com/djarka koool",0.75,0
62be6ead7d,Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it couldn`t access the web properly. So shiny,because it couldn`t access the web properly. So shiny,neutral,22,33,4,33, just got back from apple store in robina. managed to get a replacement iphone because it couldn`t access the web properly. so shiny,0.391304347826087,0
a25c6ba0ea,My attempts at writing tonight seem to be failing.,My attempts at writing tonight seem to be failing.,negative,4,13,12,13, failing.,0.1111111111111111,0
434af71088,Very bad things.......I need to stop thinking!,Very bad things..,negative,4,7,4,7, very bad things.......,0.5,0
e36e03078c,Phone will die soon. What to do now? Oh no!,die,negative,6,6,6,8, die soon.,0.5,0
787adc7b6e,HAPPY MOTHER`S DAY TO MY BEAUTIFUL MOMMIES,HAPPY MOTHER`S DAY,positive,4,8,4,14, happy mother`s day to my beautiful mommies,0.42857142857142855,0
0a4f813af2,  no water park today? made me jealous looking at that pic,? made me jealous,negative,8,11,11,11, jealous,0.25,0
1843f47897,dad`s posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i`m sorta happy  but he`s gutted,i`m sorta happy  but he`s gutted,neutral,28,39,4,39, dad`s posting got postponed one hour before he was meant to leave. either going to afganistan or nowhere. i`m sorta happy but he`s gutted,0.2608695652173913,0
4ff8b3efb4, I can`t  has blocked me.  I can`t even request,I can`t  has blocked me.  I can`t even reques,negative,4,17,4,17, i can`t has blocked me. i can`t even request,0.75,0
f9147427db, that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home,neutral,7,32,4,33, that david -- nice to know he feels so comfortable 'twitting' or 'tweeting' us. i have a feeling he misses home.,0.7619047619047619,0
b809700a90,"****, can`t sleep.  feening for cigs. i`m horrible. :X",horrible.,negative,20,21,17,21, i`m horrible.,0.5,0
64f8545fbb,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY.",loves,positive,13,13,4,15," i just want somebody to love, and who loves me.",0.1,0
a768967785," i know, right? i`m super-excited - i told y`all this is the busiest time of year for me",super-excited,positive,12,15,9,15, i`m super-excited,0.5,0
718fa1b02e, is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,my tv on demad isnt working right and my internet is SUPER slow,negative,17,31,31,31, slow,0.08333333333333333,0
cb37dd4f3b,she`s gone   I miss my kay way already,she`s gone   I miss my kay way already,negative,4,13,9,9, miss,0.125,0
1db3229d23,YAY! GO TAYLOR SWIFT!! come to australia again!!!,YAY! GO TAYLOR SWIFT!! come to australia again!!!,positive,4,18,4,6, yay!,0.125,0
95828aebf3,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,Missing nathan and the bccg already.,negative,4,13,4,4, missing,0.16666666666666666,0
5ce349ea8c,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,love u,positive,25,26,25,27, love u all,0.6666666666666666,0
f2954076a0,looking forward to coffee and driving tomorrow. really,looking forward to coffee and driving tomorrow. really,positive,4,12,4,5, looking forward,0.25,0
a7c665c91e,on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,walking in the cold **** water,negative,9,14,13,14, **** water,0.3333333333333333,0
a4689601c9,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),cheers,positive,6,6,4,25, hey wow cheers for the insight ppl looks fun oh im just stunned..it`s aweomse!!!,0.07142857142857142,0
eeeea78845, Good morning,Good,positive,4,4,4,5, good morning,0.5,0
f4f43f2e83,possessed beyond certainty that she has made the rite decision,she has made the rite decision,positive,8,13,4,6, possessed beyond certainty,0.0,0
e99514a382,"omds! holly steel, bless her!  x",bless her!,positive,12,14,12,12, bless,0.5,0
883a914f2e,Somebody please save the polar bears!,Somebody please save the polar bears!,positive,4,10,6,6, save,0.16666666666666666,0
d7cbf13ce9,"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",bust.,negative,20,21,19,21, gone bust.,0.5,0
c4ffb519a5,I don`t feel any pressure right now...    Happy Mother`s Day people...,Happ,positive,14,14,14,14, happy,0.0,0
d9f095c0db,New day in new home   happy mom day 2 me!,happy mom day 2 me!,positive,9,14,9,9, happy,0.2,0
c2bdf76265,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,fail..,negative,14,15,14,15, fail...,0.0,0
8ba644c9bd, The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,w she won`t be awesome at all,negative,21,29,22,30, she won`t be awesome at all.,0.625,0
15ec12dff3,had a great time talkin with Mike tonight for three hrs.,had a great time talkin,positive,4,9,6,6, great,0.2,0
39b506870b, In two months i will have something of the kinf of prom  and i`m really excited! and you haven`t any contact to her?,d i`m really excited,positive,17,22,18,23, i`m really excited!,0.4,0
